tweet_num,manual_tag,text,time_period
2984,n,<at>surlysemantics <at>Mernahuana yeah but that's bullshit. i can kill myself with legal alcohol but go to jail for weed  that does infringe.,3
2985,n,So who isn't getting rich from legalization? Taxes  pot barons lawyers  politicians and everyone else  right? #legalize #yeg #think,2
2986,n,Mulcair finally admits the obvious: legalization of marijuana is a much better idea than decriminalization.,1
2987,n,Legalizing pot will violate international treaties https://t.co/IZDemP0qBI A total non-issue. I can't believe how much press it has gotten.,3
2988,n,Police say it could be 'impossible' to train officers for legal pot market — and want an extended deadline... https://t.co/vsl3rkL4g5,4
2989,n,Government releases legal limits for drugged driving but can't say how much pot is too much https://t.co/ZALCntwbGt,5
2990,n,Has Nunavut signed a cannabis supply agreement yet with any LPs? Reviewing supply agreements held by all major growers and I see no mention of Nunavut. Will there be an online portal on October 17? How will Nunavummiut access legal cannabis next month?,6
2991,n,<at>JustinTrudeau please win so we can smoke weed legal :green_heart:,1
2992,n,'Marijuana Will Be Legal On Canada Day 2018' You're reading correct! What a way to celebrate next year's #CanadaDay. https://t.co/9m7x9FUh39 https://t.co/KimUSIkiCh,3
2993,n,Trudeau's secret cash stash? Revenue from legal pot could reach $5B a year  CIBC says https://t.co/XTFbjGsDMn #OhCanada,1
2994,n,<at>PisseArtiste <at>CanadianGreens If kids can't get legal pot  they will buy illegal pot. Someone will sell to them as long as they pay price.,1
2995,n,With legalization coming  #researchers implore federal government to make it easier to study #cannabis https://t.co/SjndD15v5K,4
2996,n,This idea of legalization reducing the number of black folk gettin arrested for pot is really shortsighted.,1
2997,n,Legal Marijuana use workplace implications in Canada are going to be significant https://t.co/AdoWpEPsKi #marijuana#workplace #hr,3
2998,n,Medical ingredient for cannabis with no thc termia Vena is legal to and respect,6
2999,n,<at>tedcruz Beto is right. MARIJUANA is legal here in Canada and many states. Ted Cruz is actually worse than Trump. Trump trashed is dad and wife and he is kissing his ass. WTF. Nobody wants Cruz to win. He is done.,6
3000,n,#Canada: #TaskForce On #Cannabis #Legalization And #Regulation Delivers #Report To #FederalGovernment https://t.co/h5xgd47HLj,3
3001,n,"<at>NickCnf <at>JDGumby <at>GordJohnDougald <at>HfxRegPolice <at>IBIKEHFX Actually  people ""bitched and complained"" about unjust marijuana laws and look at where we are: cannibis is available almost everywhere and the country is on the verge of legalization. Don't ignore bad laws. Challenge them.",6
3002,n,The Liberal gov't says they will legalize pot by summer 2018. We'll ask <at>hscoffield what politics are at play in a few mins <at>CBCSaskatoon,3
3003,n,<at>CTVVancouver And weed hasn't even been legal long,6
3004,n,<at>Monctonsnowman That's my point. Perception and acceptance by the voting public and media. Disclaimer: I'm not a pot consumer but I do support legalization  regulation  and a means to track safe production practices like booze vs bath tub gin,5
3005,n,Windsor-Essex businesses and health unit prepared for legal pot https://t.co/qz3VpgpyNc #Cannabis #pharma #agriculture,3
3006,n,"Not perfect by any means  at least the Federal government is approaching nationwide ""legalization"" Curious to see how <at>TweedInc  <at>brokencoastltd and other LP'swill handle med prices and DIN for ins coverage Marijuana Laws in Canada: Province by Province https://t.co/vvp8RQyVwu",6
3007,n,RT <at>financialpost: Toronto's marijuana crackdown follows heavy lobbying by legal pot producers https://t.co/nd8gurSnUo,2
3008,n,No to liberals  no to legalization of marijuana <at>gmanews #ALDUBarkadsPreparation https://t.co/U8qMo8slSd,1
3009,n,Legalization of Marijuana will change absolutely nothing in Newmarket..,1
3010,n,Interesting <at>DianneLWatts says legal #marijuana revenue should remain in the communities where it is sold. #bcpoli,4
3011,n,Considering how popular healthy foods & organics are  I'm guessing it's one of those hidden side effects of Cannabis legalization. :face_savoring_food: https://t.co/r2dUPGAKn8,5
3012,n,Canada :Canada: cannabis legalization embraced at the federal level and resisted by cities. USA :United_States: cannabis legalization resisted at federal level embraced by cities.,6
3013,n,I think I am going to like our new PM. https://t.co/g5NvKQ4HHc,1
3014,n,"With LP's lobbying to shut down #Toronto #marijuana #dispensaries why doesn't one of them step up and start a ""legal"" #cannabis #dispensary",2
3015,n,Damn Right. Lets do this soon  and do it right. https://t.co/fK8GYMzcWe Thanks <at>GregFergus,4
3016,n,<at>timsmith2000 Interesting talk Feb7/2017 by CAMH addictions physician on good  bad of Marijuana legalization: Watch: https://t.co/QBb3Qc4kL0,3
3017,n,<at>RHDefence <at>fordnation <at>JackLloydLawyer Because I presume  once pot is legal  pure econ 101 will show demand for it will increase. That's fine :slightly_smiling_face: But that also means demand for production will increase. Why not ensure the pot that ppl smoke came from a worker (both in the plant & cashier) who had equal work rights?,6
3018,n,Bill #C45 hearing on the legalization of marijuana in Canada. https://t.co/pJWqIbFv4Q,4
3019,n,First known death caused by cannabis (in pill form). Weed can only be legal if the pharma industry is selling it. https://t.co/9vVkSFi6eV,1
3020,n,<at>TheTorontoSun <at>KellieLeitch <at>JustinTrudeau So our kids can know its ok to drink alcohol but not smoke weed. The tide has turned. Canada has spoken. Trudeau was elected to legalize it,4
3021,n,Stigmabase | NAM — Narcotics overdoses going down in states where marijuana is legal https://t.co/LXwK88C1ds,5
3022,n,I really hope all of this talk of #marijuana legalization in #Malta actually results in something. https://t.co/mzpdTaqFok,4
3023,n,Marijuana legalization: What Canada can learn from the Colorado experience yeg https://t.co/yUOpz2JyKH,2
3024,n,News Conference – Don Davies on Marijuana Legalization https://t.co/BvWjuOb6wl,4
3025,n,#Stigmabase USCA - Annual Study Shows Pot Legalization Not Increasing Teen Use - The University of Michigan's... https://t.co/c3PZCzMsgk,1
3026,n,'plan to legalize marijuana should take into account...that the black community has been disproportionately criminalized for using the drug' https://t.co/d1pNPjZJl1,4
3027,n,NAM — Legal cannabis laws impact teen use - Legal cannabis laws impact teen use ... design the production and... https://t.co/Zvd4VNgCva,4
3028,n,the liberals saying they want to legalize weed before July 1st next year sets April 20th  2018 up quite nicely...,4
3029,n,<at>JustinTrudeau Typical Trudeau lying to the Canadian people I doubt pot is ever going to be legal. This is bullshit. Another broken promise.,3
3030,n,As Canada Moves to Legalize Marijuana  Shop Owners Ask: Why Wait? https://t.co/OlOU9zdYvJ,2
3031,n,<at>jusfocus <at>nyjerrykane <at>wyomingpd <at>PissedOff911 Weed isn't legal yet. Meaning still against the law.,4
3032,n,Legal age to smoke weed is 24 HAAHAA,1
3033,n,As Liberals prepare to legalize  Canadians facing #pot charges left in limbo via <at>VanObserver https://t.co/9mRfDQFqej #cdnpoli,1
3034,n,"<at>DavidMcLA <at>acoyne <at>Glen4ONT - hey wait..what about marijuana legalization....""a priority""????",1
3035,n,4 months out from legalization  misconceptions about health effects of marijuana persist https://t.co/Vq9VWp9avS,6
3036,n,How medical pot sellers plan to prevent their businesses from going up in smoke https://t.co/ynpi603Klj,3
3037,n,I'm happy.. but one year is a long time to keep arresting people.. Jodie Emery tells us cdnpoli 420vancouver https://t.co/tyKKZtVxjh,2
3038,n,<at>findingwhitney time to legalize marijuana and get those repairs done,3
3039,n, Pot-a- to  #charlottetown #feastdinnertheaters great show   great actors and great idea now that #marijuana is legal in #canada ! :winking_face_with_tongue:,6
3040,n,Huge night for progressive cannabis legalization supporters! https://t.co/2d0eZZCwkd #FeelTheBern #PrimaryDay,6
3041,n,The High Road: Canada Embarks on Game-Changing Legal Marijuana Experiment https://t.co/RShV7MWPZG,4
3042,n,Shocking.. I'm not down for marijuana legalization for personal use; I know where to go & there's too many kids w/ behavioural/psych probs :thinking_face:,1
3043,n,<at>JustinTrudeau do we have a ballpark date for Winnipeg's marijuana legalization?,2
3044,n,"<at>danbrennan73 because alcohol is still ""classy""...? Makes you wonder what the packaging for legal marijuana will look like.",2
3045,n,NAITSA's President  Naomi Pela  spoke at Alberta Motor Association's (AMA's) new cannabis-impaired driving awareness campaign at <at>NAIT today. With legalization of recreational cannabis just weeks away  they hope to bring awareness that high driving is impaired driving. https://t.co/KhbL2FtPZO,6
3046,n,I have a feeling once marijuana is legal  the skies are going to look exactly the same.,6
3047,n,Just Looking #6WeedGod #Canada #Toronto #cannabis #weed #inspire #weedporn #marijuana #legal... https://t.co/znGon79phU,5
3048,n,They better legalize pot in Manitoba were gonna need it to survive a PC government  Shit you might as well have voted for effing Trump,2
3049,n,if you voted for trudeau for him to legalize weed can you just end your life now so i dont have to wait for natural selection to do so,1
3050,n,BC Cannabis culture go urge Premier Horgan to get legalization right! <at>DanaLarsen https://t.co/Dmo5sIwRWq,4
3051,n,The #cannabis beat continues to intrigue as legalization draws near. So many interesting stories abound.,5
3052,n,"<at>esweinst <at>MichelleRempel <at>singofhisgrace U mean exactly what is required to legalize marijuana? If only he had motivation for other ""important"" issues... :thinking_face:",4
3053,n,On a related note how much more difficult can it be to grow marijuana. And if 2 lbs of basil costs $48 how much will it cost when it's legal https://t.co/3lDmlAZKvg,4
3054,n,With the upcoming legalization of #marijuana in Canada  it is no doubt that this booming & broad new industry is sure to make an impact. As the CEO of <at>LGCCapital_LG   <at>Jadmcmullen's extensive experience will surely lead the company to new highs - no pun intended. #Toronto https://t.co/UK3dnJpa1m,6
3055,n,Can we #legalize #gay #transgender #marijuana now? #cannabis is STILL waiting for #decriminalize /Legalization of #medical #cannabis,2
3056,n,<at>tomi will be interesting to see what comes of the legalization of marijuana.. I personally think exporting would be the best move for canada..,6
3057,n,:leaf_fluttering_in_wind: <at>HBCannU :leaf_fluttering_in_wind: #BlackInCannabis #CannabisLiteracy :leaf_fluttering_in_wind::leaf_fluttering_in_wind::raised_fist_medium-dark_skin_tone::raised_fist_medium-dark_skin_tone::leaf_fluttering_in_wind::leaf_fluttering_in_wind: ••• Cannabis will be legal in #Canada on October 17  2018  making them the first G-20 country to legalize cannabis. Cannabis... https://t.co/8YT6Cd7D0j,6
3058,n,Legal age for marijuana should be 25 because it hurts teenage brains  suggest experts https://t.co/2mnUXkTt2i,1
3059,n,https://t.co/B1xC5c4ZZh Law-enforcement officials urge Trudeau to remind Cnds....marijuana remains an illegal drug,1
3060,n,pot taxation cant b so high legal market cant compete w/ crim market. Problem we see w/ contraband tobacco #MCC2016 https://t.co/WwkddGdZEn,1
3061,n,<at>tehrooni <at>derekmasselink <at>sarmcbride <at>spjonsson <at>Teelin <at>ElizabethMay <at>BCGreens <at>JustinTrudeau #Pot grows crime as long as it is accessed  legally or not. This is the experience of #medicalmarijuana dispensaries & legal grows.#cdnpoli,4
3062,n,Toronto police raid pot shops suspected of trafficking https://t.co/dgYvzAgVkU it will be made #legal next year..so wait and abide by #law,2
3063,n,Legalization of Marijuana easy . It was t ever illegal and government doesn't ever grow it only revenues   licensing and protection acts engineered to promote life giving strains and developers rewards and honours .,5
3064,n,<at>BrianJeanWRP The NDP must not know that marijuana is not legal yet cause if they can claim Alberta has turned the corner  they must b high.,3
3065,n,#Cannabis legalization can support regulation of quality  dose & potency while minimizing social harms & costs of prohibition. - <at>KareyShu,4
3066,n,<at>CBCNews : legal #pot would be more expensive than illicit #weed -- really? Cost of #MMJ is cheaper now. #Pinocchio #facts #opinion #stigma,2
3067,n,While we remain of the view that the federal deadline for cannabis legalization is too short  we are preparing for July of 2018. #MBThrone17 #mbpoli,5
3068,n,<at>Yowan Trump wants to make pot legal..,3
3069,n,While I'm thrilled about cannabis legalization I'm struggling with how the establishment  filled with the white and powerful  will be capitalizing and profiting from something POC have been punished and maligned for for decades. Institutionalized white privilege in full effect.,6
3070,n,"<at>JesseBrown Wow. Add HST and your talking roughly 30% tax. No one is gonna leave the black market to pay for ""legal"" weed taxed at 30%. That's ludicrous.",6
3071,n,Full implementation of legal cannabis could be delayed beyond July 1 https://t.co/f3dMT4emep,5
3072,n,Want to learn how to profit from marijuana legalization? Message me #PeepTheWatchlistNameTho https://t.co/kPTBeWMuNu,3
3073,n,Are you ready to capitalize on the legalization of recreational #marijuana? Learn more https://t.co/XJLzQCkPG4 #cannabis #business https://t.co/1CGcjeVmvy,4
3074,n,Senate approves bill to legalize pot on second reading https://t.co/ULo7uG5XCM,5
3075,n,A really important read by <at>BrittanyAmofah about the disproportionate impacts Bill C-46 and the legalization of marijuana will have on racialized communities. Why won't the federal Liberals pardon the 500 000 Canadians that have old criminal records for possession of marijuana? https://t.co/Dz11mcSfOE,6
3076,n,Medical cannabis businesses prepare to diversify as legalization looms ottnews https://t.co/H1aIl1Y6P2,2
3077,n,<at>Marijuana <at>RosieBarton. Just get off the pot and legalize it. Gerry is right it's an injustice locking kids up. #cdnpoli #pnpcbc #onpoli,1
3078,n,Don't worry #Harper soon #weed will be legal and you can get stoned out of your #neocon mind #Cdnpoli https://t.co/qqPHB33ttT,1
3079,n,<at>Kathleen_Wynne So stop smoking and lets legalize marijuana. That will help with health issues and productivity. Brilliant.,1
3080,n,If you smoke weed  take this legal warning to heart: Pot charges ahead of legalization could have long-term impact https://t.co/BroEKpQxeq,3
3081,n,Just one of those Days #6weedgod #Toronto #cannabis #weed #instagood #weedporn #marijuana #legal... https://t.co/5COjPQVSuh,4
3082,n,The federal government insists pot legalization will help the country snuff out crime — but internally it's wondering what will become of the fuzzy world of illegal online weed transactions. <at>AndyBlatchford #Cannabis https://t.co/IWaIQqaboC,6
3083,n,They're deciding now to legalize marijuana  now that I'm not a user..... when I was 19 though I would occasionally get ripped -Economics Prof,5
3084,n,"<at>attn - Stupid not to legalize the ""real"" thing! Never have that problem with marijuana! But put your kids at risk with legal fake shit! :(",2
3085,n,Justin Trudeau not banking on financial windfall from legalized pot https://t.co/plpeCS3A1t #bcpoli https://t.co/AtpPfrKPRT,1
3086,n,<at>g7 <at>CanadianPM <at>Concordia & <at>McGillU students called  said after Death Needle legislation for victims of Radiological Weapons  legalizing pot & tax evasion  PM <at>JustinTrudeau should legalize #HumanTrafficking <at>TheEllenShow <at>BarackObama <at>ItGetsBetter <at>HeForShe <at>WHO <at>Elysee <at>JusticeCanadaEN <at>SPVM https://t.co/WjqudS8eSx,6
3087,n,Minimum age  plain packaging: Federal task force releases recommendations on how best to legalize marijuana. https://t.co/MKLxJJWVr7,3
3088,n,Kathleen Wynne backs Bill Blair to spearhead marijuana legalization #Ontario #Wynne #BillBlair #marijuana https://t.co/HaJTkpFvsi,1
3089,n,The Texas Republican Grandma Who Wants to Legalize Weed https://t.co/8Jrl4Tk4n5 via motherboard #legalize #realmedicine #fortheloveofBuddha,1
3090,n,#FreeExpression in Trudeau's Canada  pot is legal and good  just don't talk about it  or else. https://t.co/GvceZqY1nR https://t.co/k3Q6dxh6fB,4
3091,n,Recap | NAM — Narcotics overdoses going down in states where marijuana is legal - Numerous studies have shown an... https://t.co/Jrw2eE2vCL,5
3092,n,<at>juliemaclellan <at>KailieACrosby I think <at>MsNWimby called it to me last week  marijuana legalization got out the young vote,1
3093,n,<at>sametang41 weed legal in vancouver too . no need to worry outside bar lol,5
3094,n,"Police chiefs in Canada want to stall even semi-legal weed  asking for more time for ""training"" (What?) and no grow your own.",4
3095,n,<at>dollhouseyyc https://t.co/vPalfLDoNy Survey says... #Busted <at>Eric_Ke_Collins <at>KevinLeeMorris <at>ilikerox <at>SheilaGunnReid,1
3096,n,<at>mojorisen531 So apparently it's about 6 weeks until pot is legal here. We'll see. Our government is fucking around on this. It took almost a year so they could figure out how much money they could make from it. Assholes lol,6
3097,n,Oh  I just realized  marijuana will be legal soon! omg omg omg #WeStoppedHarper Even though it WORSE THAN TOBACCO!,1
3098,n,Pot is legal in this town—Dispensaries on every corner... Anarchy reigns  the streets are aflame  drug-addled fiends climb trees and shriek at the sun #420blazeit,6
3099,n,Marijuana could be legal by Canada Day 2018 https://t.co/csE4gpe4BE,3
3100,n,This is intelligent! RT! Colby Cosh: We're in a strange world when Americans urge calm in Canada on marijuana https://t.co/BExKnOipl4,4
3101,n,<at>valentino_nora <at>thesmacleodshow <at>HfxRegPolice <at>SteveCraig4HRM Or alcohol (on the job). This issue is re their off duty personal time. Will marijuana & alcohol be treated differently off duty? Both legal. #Halifax,6
3102,n,https://t.co/yYXMPrdnxU Bahahaha!!! Come on ppl  just make it legal.,2
3103,n,<at>JodieEmery <at>JackLloydLawyer <at>JPScoopZ <at>CanopyGrowth <at>VerpMedia <at>HikuBrands <at>cbrands Same. It's been a privilege to advise and defend you and Marc for these past 13 years. I wish nothing but good things for you and CC as the future of legal cannabis unfolds.,6
3104,n,Working dogs unemployed due to pot legalization https://t.co/65eHh2Ebz8,6
3105,n,Dear Americans  Canada has equal marriage  universal healthcare  good public education  and soon legal weed. Join us!,3
3106,n,<at>MarcScottEmery <at>JodieEmery <at>GovCanHealth Guess who can work in the legal cannabis industry? Not you.,6
3107,n,<at>theCannabisAct Great chat with <at>CouncillorHolt 's constituents <at>jonliedtke <at>IAMNedin on Windsor and the realities of cannabis legalization here in Canada. Ward 5 constituents <at>Ward5Windsor <at>Ed_Sleiman I'm here to listen to your thoughts and represent you as a community on this.,6
3108,n,As a resident in the southwest corner of the city I would say this is not a great area for Cannabis consumption. Too many young children in the area. I don't give two shits if it's legal or not  smoke at home  not mine <at>wetaskiwincity https://t.co/F0nplz1Inx,6
3109,n,"<at>JodieEmery Liberal LIES happened. They NEVER intended anything LIKE ""legal."" If you eantcto ""LEGALIZE"" cannabis  it's easy. Just go through the criminal code and everywhere that us says ""Narcotics-Marijuana""... You erase that line. Done. Why is this concept difficult?!",6
3110,n,Should be interesting. As soon as Liberals brings up marijuana legalization  watch Ambrose's head explode. #cdnpoli,1
3111,n,<at>mverbora <at>larsendarren <at>Kapur_AK <at>PEAKMD so should a child get his/her dose of oil from the LCBO clerk? Like other public health issues  parental education & guidance is key. The Final Report for the Legalization & Regualtion of Cannabis in Canada makes recommendations for text warnings (KEEP OUT OF REACH OF CHILDREN)-&gt;,5
3112,n,Stats Can estimates up to $1 billion in legal cannabis sales in first three months  with illegal sales making up 24% of the market: https://t.co/y9eifH9Fpd,6
3113,n,<at>edmontonpolice Lets see if we can get the Edmonton Police Service to explain to the people on how this is going to be such a quagmire  everyone is confused. Moral in the police services is at an all time low. Upper Management a big reason. #getready !! https://t.co/QcIAdqAFIJ,5
3114,n,Good Mornin' #Victoria :bug: Come on down to #UEM today for #WinSomeWednesday! :party_popper: Spend $40+ and win a FREE prize on the spot! See flyer for all details Open from 10-7pm #MMJ #YYJ #THC #Cannabis #Legalization #Medicate #Medicine #medication #dispensary #herb #kush #alternatehealing https://t.co/D4oLEiTdND,6
3115,n,#OCannabis  a <at>nationalpost series  is here. <at>PostmediaNews reporters probed what legalization means for the nation. https://t.co/X8emDow9gf,3
3116,n,At Urban Earth Med Victoria  we offer a 5% discount on every purchase to all Seniors(55+)  #Military and Disability card holders on top of our daily #deals :dizzy: :maple_leaf: #MMJ #CompassionClub #Cannabis #Deals #Discounts #StayMedicated #Healthy #Lifestyle #Medication #Legalize https://t.co/hxLwsNb7QS,6
3117,n,Woman fears legal pot could be sold near Ontario schools. https://t.co/TPxtUdJJiF #onpoli #cdnpoli https://t.co/EYUamO3uFJ,1
3118,n,"Condo board moves to ban #cannabis smoking ahead of #legalization ""If I can't do it in my house and I can't do it in public  where can I do it?"" #polqc #polmtl #cdnpoli <at>rclalq <at>RosieBarton <at>PatriceRoyTJ <at>SebBovetSRC https://t.co/M5EW32kb3E",5
3119,n,Legalization woes from <at>C_Mulroney on #Cannabis in Ontario. #Cannabis #Marijuana #onpoli #Thread on presser from <at>ManishaKrishnan https://t.co/ecyp1jtYiN,6
3120,n,<at>GlobalBC <at>globalnews I am for pot legalization but people like this that screw everyone. Need to make sure to keep legal,2
3121,n,Trudeau isn't gonna legalize weed you idiots,1
3122,n,Spike in drug-impaired driving could follow pot legalization: documents https://t.co/xpEoX9NwLq,2
3123,n,City of Calgary asking for public feedback on cannabis legalization https://t.co/dvId4PHESe,5
3124,n,Wood Buffalo in Alberta surveying residents in its communities on how the municipality should handle cannabis legalization. Pretty good idea. https://t.co/sn0EeSqQIF,6
3125,n,Why go to Alabama to smoke weed? Legal in Cali https://t.co/jkwl6hHjbe,5
3126,n,<at>unbonjack_ <at>_Sylvia_1 I think some-one voted for legal pot and most likely was smoking when they voted.,1
3127,n,I have yet to comprehend people's frustration over the legalization of marijuana. It frustrates me the lack of knowledge people have to the benefits of cannabis use.,6
3128,n,The War on Weed won't end with legalization. https://t.co/gHtshhLxxe,6
3129,n,Corbella: A few things that should go up in smoke prior to pot legalization https://t.co/mC21y4tjIM,5
3130,n,As Ottawa Steams Toward Legalization  Pot Advocates Smoke Up In Bannerman https://t.co/SpSeFMcaMG https://t.co/QPtZdQJ4CC,4
3131,n,<at>joerogan Alcohol industry bankrolls fight against legal pot in battle of the buzz https://t.co/XpVIiHrvSu by <at>lhfang,2
3132,n,Cannabis becomes legal in Canada on October 17  2018. This also happens to be the 50th birthday of <at>ziggymarley the son of reggae legend Bob Marley! Tres Cool! . . #funfacts #onelove #c45 :red_heart:_:yellow_heart::green_heart::OK_hand::seedling::Canada::Jamaica:,6
3133,n,Great article by <at>DaleatLFPress via <at>SudburyStar looking at 5 burning questions related to impending cannabis legalization in Canada. No. 2 is about #CannabisAmnesty w/ pro tips for the gov. from <at>CannabisAmnesty's Director of Research  <at>AOBempah https://t.co/oLT1nnpiWj #cdnlaw,6
3134,n,<at>plantedinspace Excited for your adventure!! I got to enjoy so much legal weed in Cali. It's great :smiling_face_with_heart-eyes::leaf_fluttering_in_wind:,6
3135,n,<at>wendellwaldron <at>CBSpectator I'm focused particularly on weed  and I'm puzzled why legalization would be the big push for public safety. Already commonly used.,4
3136,n,Legal marijuana raising safety fears across industries for random testing <at>globeandmail https://t.co/RqnNimSxUy,6
3137,n,Like I isaid 4 years to get ready is not long enough for provinces to get ready for legalization of cannabis but bring in new tax overnight,5
3138,n,"So the PC platform on legal weed is ""as old an age limit we're allowed and as inaccessible as well."" Yeah  that's gonna be popular :-|",4
3139,n,So  Canada Post is seizing marijuana packages shipped from Vancouver. Don't see how this is legal considering these people have med cards.,3
3140,n,<at>Kathleen_Wynne Did you get into the medical Marijuana a little early or what? Its not legal yet dear  put the bong down and face reality  the same reality of debt youve thrust upon tjis province with your terrible financial irresponsibility! You've got sensible shoes but no common sense,5
3141,n,National doctors group weighs in on legalization of marijuana. <at>DoctorsOfBC https://t.co/fRqNVk4NCu,2
3142,n,"that's like if you're trying to make medicinal marijuana legal (which i support) and your argument is ""it cures cancer""",3
3143,n,<at>roitweets poor choice of a headline  however; Record high 60 percent of Americans back legal pot  poll finds https://t.co/pwTpWr7eBr,3
3144,n,26 Days to federal adult use legalization of cannabis in Canada! Oh my gosh!!! Who else is thrilled about these historical days! I am!! • • • :red_heart:_:herb::kiss_mark: ————-&gt;&gt;&gt; #TogetherWeGrow... https://t.co/25vAQgtT0N,6
3145,n,https://t.co/7J84ijYlKT Legalization may snuff cannabis culture: experts By Tamsyn Burgmann https://t.co/HxR6Gp4AFw,2
3146,n,Hey <at>osheaga! Amazing lineup announcement for #Osheaga2018. Our patients are always wondering what the rules are for using LEGAL medical cannabis at these events? Is it permitted or not permitted?,5
3147,n,<at>GoBlueCdn <at>DSutton1986 <at>crifici Given most customers will be purchasing legal cannabis for first time I would think budtenders will have significant sway over consumer purchases and in Ontario I would think the brand position on OCS website will determine initial purchases.,6
3148,n,<at>amy_rillo <at>VICE Ya 850 pounds is a lot of weed and I agree if he had of dealt with it years before it would have been laid to rest. Even with legal weed that much is crazy. At least he got his hip and meds and gets out in oct,6
3149,n,New US study finds less prescription drug use in states with legal medical marijuana. https://t.co/IqTiokOwtK Implications re: opioid crisis,2
3150,n,<at>abiroach The way Mark and Jodie have/are being treated is sickening  but you never know  maybe all legal pot shops owned politicians and cops will mysteriously and frequently burn to the ground,5
3151,n,No july 1 legalization https://t.co/FcxAjB9or7,5
3152,n,Ottawa pot shop dispensing thru a hole in the plywood - now closed after police raids https://t.co/yEZEX4eiHh https://t.co/yRnnWIUsVK,3
3153,n,.<at>VancouverPD under fire for seizing cannabis being sold from DTES dispensary to opioid addicts run by <at>sarahblyth. <at>pivotlegal hearing concerns about the 2 officers in question - now being targeted in a poster campaign to generate official complaints. https://t.co/OrnoN0Km3G,6
3154,n,<at>JustinTrudeau the part of your plan to legalize and tax #marijuana makes money. Theres no opposition to things that make money. Do it now!,1
3155,n,<at>McLovin_Yeg Lol  and keep busting pot dispensaries even tho you're going to make it legal,4
3156,n,Ex-police chief <at>BillBlair to handle #LPC's #marijuana legalization file #cdnpoli https://t.co/Xm96Lw27Qj,1
3157,n,<at>natashariebe Cannabis legalization is important. I think the faster this goes through  the better.,6
3158,n,Saskatoon police chief at senate hearing on marijuana legalization #yxe https://t.co/L2mN9eUlof,1
3159,n,"Yaay  pot becoming legal here! <at>jimmykimmel  if :Canada: is going to be the ""stoner living in :United_States: attic""  what R the States that have it legalized?",4
3160,n,Q11: what do you plan to put in place to deal with legalization of pot? #yyccc #yycvote,4
3161,n,I think you are confusing the pot legalization with the election reform question. :smiling_face_with_sunglasses: https://t.co/dJlM7eMpnC,2
3162,n,Texas House Panel Approves Full Legalization of Marijuana In 'Unprecedented' Move https://t.co/QRZFPxSGGA,2
3163,n,#Cannabis #legalization in #BritishColumbia will look similar to alcohol #QF18 https://t.co/TNn6I7TN57,5
3164,n,Add to the #cannabisconversation by considering how legalization makes it easier for scientists to access cannabis for studies. Learn more fr substance&addictions researcher Sean Barrett on the most recent episode of (begins at 18:15) #sciographies: https://t.co/tju2dC3egK https://t.co/Ve44iht0ZZ,6
3165,n,#HamOnt is home to 3+ major medical marijuana growers supplying the 130 000 Canadian users. #scleroderma https://t.co/UTLpz1ivwg <at>thespec https://t.co/kB3EfM3ncA,3
3166,n,<at>KipHenley <at>thats_golf How do you feel about Shigeki Marijuana's swing? Legal or illegal?,5
3167,n,"I was just gonna have a 'lil one THOOOOOO :loudly_crying_face::loudly_crying_face:_ Ninja dabs  in living color :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::face_with_tears_of_joy::face_with_tears_of_joy::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:_ #legalize #weed #cannabis #marijuana #cannabiscommunity #thc #high #ganja #weedstagram #stoner #maryjane #weedporn #cbd #kush #sativa #dank #smokeweedeveryday #indica #smoke #highlife https://t.co/t6zahcWXP0	6	toronto  kensington market",
3168,n,Choice Reefer Systems. Someone's jumping on the legalization of pot quickly :beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes: https://t.co/8fY0Qz2hrr,6
3169,n,Dust-up over medical #cannabis at <at>calgarystampede points to legalization challenges #CalgaryStampede https://t.co/Ar8Kq4kZnQ,4
3170,n,This was such a good day  :grinning_face_with_big_eyes: can't wait till this time next year legal marijuana in Canada. https://t.co/Eff0UkYjo1,2
3171,n,Dear pot smokers: Don't f--k up marijuana legalization https://t.co/qcKf1cHSvo via <at>metronews,2
3172,n,Criminalization is NOT a Solution #stigma ...cops & bylaw force people who are sheltered outside to pack up every morning  seize belongings. ...Geoff Young #yyj wants short-term shelter space & criminalized homelessness? ...Police need more:money_bag:to police legal marijuana? #bcpoli https://t.co/rTqi7nLyBE,5
3173,n,US Nationwide Marijuana Legalization Could = Up To $28 Billion In Yearly Tax Revenue https://t.co/O13vFb06AF via <at>voxdotcom by <at>germanrlopez,2
3174,n,As we saw at #CannabisCon in #yyc  brand positioning is going to be a big deal for many cannabis LPs once legalization happens. But how that'll be achieved is going to be curious given advertising and labelling rules. https://t.co/lmp6C4mLHL,5
3175,n,<at>hannah_brooks15 legalize weed  programming for youth and early education  restorative sentencing  a new approach on family law  etc,1
3176,n,Sorry can't legalize #cannabis because drug dogs have been trained to smell it. #ReeferMadness #canpoli #drugpoli out of touch politicians.,4
3177,n,Thank you for sharing a concern many of us have <at>tamarataggart To add: although pot will soon be legal  it may create psychosis in developing brains  leading to serious mental health issues. Brain development occurs until about 25-26 years of age. #MentalHealthMatters https://t.co/QtXzfwah4q,5
